name,geometry_wkt
MDS_color_3312-231.laz,"POLYGON ((333006.09 7399599.37, 333548.55 7399599.37, 333548.55 7400186.16, 333006.09 7400186.16, 333006.09 7399599.37))"
MDS_color_3312-232.laz,"POLYGON ((333538.01 7399605.42, 334080.45 7399605.42, 334080.45 7400192.19, 333538.01 7400192.19, 333538.01 7399605.42))"
MDS_color_3312-233.laz,"POLYGON ((333012.66 7399022.61, 333555.1 7399022.61, 333555.1 7399609.41, 333012.66 7399609.41, 333012.66 7399022.61))"
MDS_color_3312-234.laz,"POLYGON ((333544.56 7399028.66, 334086.98 7399028.66, 334086.98 7399615.43, 333544.56 7399615.43, 333544.56 7399028.66))"
MDS_color_3312-241.laz,"POLYGON ((330891.71 7398421.46, 331434.21 7398421.46, 331434.21 7399008.34, 330891.71 7399008.34, 330891.71 7398421.46))"
MDS_color_3312-242.laz,"POLYGON ((331423.59 7398427.59, 331966.07 7398427.59, 331966.07 7399014.44, 331423.59 7399014.44, 331423.59 7398427.59))"
MDS_color_3312-243.laz,"POLYGON ((330898.36 7397844.69, 331440.85 7397844.69, 331440.85 7398431.58, 330898.36 7398431.58, 330898.36 7397844.69))"
MDS_color_3312-244.laz,"POLYGON ((331430.22 7397850.82, 331972.69 7397850.82, 331972.69 7398437.68, 331430.22 7398437.68, 331430.22 7397850.82))"
MDS_color_3312-251.laz,"POLYGON ((331955.47 7398433.69, 332497.93 7398433.69, 332497.93 7399020.53, 331955.47 7399020.53, 331955.47 7398433.69))"
MDS_color_3312-252.laz,"POLYGON ((332487.35 7398439.78, 333029.79 7398439.78, 333029.79 7399026.6, 332487.35 7399026.6, 332487.35 7398439.78))"
MDS_color_3312-253.laz,"POLYGON ((331962.08 7397856.93, 332504.52 7397856.93, 332504.52 7398443.77, 331962.08 7398443.77, 331962.08 7397856.93))"
MDS_color_3312-254.laz,"POLYGON ((332493.94 7397863.02, 333036.36 7397863.02, 333036.36 7398449.84, 332493.94 7398449.84, 332493.94 7397863.02))"
MDS_color_3312-261.laz,"POLYGON ((333019.23 7398445.85, 333561.65 7398445.85, 333561.65 7399032.65, 333019.23 7399032.65, 333019.23 7398445.85))"
MDS_color_3312-262.laz,"POLYGON ((333551.11 7398451.9, 334093.5 7398451.9, 334093.5 7399038.67, 333551.11 7399038.67, 333551.11 7398451.9))"
MDS_color_3312-263.laz,"POLYGON ((333025.8 7397869.09, 333568.2 7397869.09, 333568.2 7398455.89, 333025.8 7398455.89, 333025.8 7397869.09))"
MDS_color_3312-264.laz,"POLYGON ((333557.66 7397875.14, 334100.03 7397875.14, 334100.03 7398461.92, 333557.66 7398461.92, 333557.66 7397875.14))"
MDS_color_3312-311.laz,"POLYGON ((327713.95 7397230.75, 328256.55 7397230.75, 328256.55 7397817.76, 327713.95 7397817.76, 327713.95 7397230.75))"
MDS_color_3312-312.laz,"POLYGON ((328245.8 7397237, 328788.38 7397237, 328788.38 7397823.98, 328245.8 7397823.98, 328245.8 7397237))"
MDS_color_3312-313.laz,"POLYGON ((327720.74 7396653.98, 328263.31 7396653.98, 328263.31 7397240.99, 327720.74 7397240.99, 327720.74 7396653.98))"
MDS_color_3312-314.laz,"POLYGON ((328252.56 7396660.23, 328795.12 7396660.23, 328795.12 7397247.21, 328252.56 7397247.21, 328252.56 7396660.23))"
MDS_color_3312-321.laz,"POLYGON ((328777.65 7397243.22, 329320.2 7397243.22, 329320.2 7397830.19, 328777.65 7397830.19, 328777.65 7397243.22))"
MDS_color_3312-322.laz,"POLYGON ((329309.49 7397249.43, 329852.02 7397249.43, 329852.02 7397836.37, 329309.49 7397836.37, 329309.49 7397249.43))"
MDS_color_3312-323.laz,"POLYGON ((328784.39 7396666.45, 329326.92 7396666.45, 329326.92 7397253.42, 328784.39 7397253.42, 328784.39 7396666.45))"
MDS_color_3312-324.laz,"POLYGON ((329316.21 7396672.66, 329858.72 7396672.66, 329858.72 7397259.6, 329316.21 7397259.6, 329316.21 7396672.66))"
MDS_color_3312-331.laz,"POLYGON ((329841.33 7397255.61, 330383.84 7397255.61, 330383.84 7397842.54, 329841.33 7397842.54, 329841.33 7397255.61))"
MDS_color_3312-332.laz,"POLYGON ((330373.17 7397261.78, 330915.66 7397261.78, 330915.66 7397848.68, 330373.17 7397848.68, 330373.17 7397261.78))"
MDS_color_3312-333.laz,"POLYGON ((329848.03 7396678.85, 330390.52 7396678.85, 330390.52 7397265.77, 329848.03 7397265.77, 329848.03 7396678.85))"
MDS_color_3312-334.laz,"POLYGON ((330379.85 7396685.02, 330922.32 7396685.02, 330922.32 7397271.92, 330379.85 7397271.92, 330379.85 7396685.02))"
MDS_color_3312-341.laz,"POLYGON ((327727.52 7396077.21, 328270.08 7396077.21, 328270.08 7396664.22, 327727.52 7396664.22, 327727.52 7396077.21))"
MDS_color_3312-342.laz,"POLYGON ((328259.32 7396083.45, 328801.86 7396083.45, 328801.86 7396670.44, 328259.32 7396670.44, 328259.32 7396083.45))"
MDS_color_3312-343.laz,"POLYGON ((327734.31 7395500.44, 328276.84 7395500.44, 328276.84 7396087.44, 327734.31 7396087.44, 327734.31 7395500.44))"
MDS_color_3312-344.laz,"POLYGON ((328266.09 7395506.68, 328808.6 7395506.68, 328808.6 7396093.67, 328266.09 7396093.67, 328266.09 7395506.68))"
MDS_color_3312-351.laz,"POLYGON ((328791.13 7396089.68, 329333.64 7396089.68, 329333.64 7396676.65, 328791.13 7396676.65, 328791.13 7396089.68))"
MDS_color_3312-352.laz,"POLYGON ((329322.93 7396095.89, 329865.42 7396095.89, 329865.42 7396682.84, 329322.93 7396682.84, 329322.93 7396095.89))"
MDS_color_3312-353.laz,"POLYGON ((328797.87 7395512.91, 329340.36 7395512.91, 329340.36 7396099.88, 328797.87 7396099.88, 328797.87 7395512.91))"
MDS_color_3312-354.laz,"POLYGON ((329329.65 7395519.12, 329872.12 7395519.12, 329872.12 7396106.07, 329329.65 7396106.07, 329329.65 7395519.12))"
MDS_color_3312-361.laz,"POLYGON ((329854.73 7396102.08, 330397.2 7396102.08, 330397.2 7396689, 329854.73 7396689, 329854.73 7396102.08))"
MDS_color_3312-362.laz,"POLYGON ((330386.53 7396108.25, 330928.98 7396108.25, 330928.98 7396695.15, 330386.53 7396695.15, 330386.53 7396108.25))"
MDS_color_3312-363.laz,"POLYGON ((329861.43 7395525.31, 330403.88 7395525.31, 330403.88 7396112.24, 329861.43 7396112.24, 329861.43 7395525.31))"
MDS_color_3312-364.laz,"POLYGON ((330393.21 7395531.48, 330935.64 7395531.48, 330935.64 7396118.39, 330393.21 7396118.39, 330393.21 7395531.48))"
MDS_color_3312-411.laz,"POLYGON ((330905.02 7397267.93, 331447.48 7397267.93, 331447.48 7397854.81, 330905.02 7397854.81, 330905.02 7397267.93))"
MDS_color_3312-412.laz,"POLYGON ((331436.86 7397274.06, 331979.3 7397274.06, 331979.3 7397860.92, 331436.86 7397860.92, 331436.86 7397274.06))"
MDS_color_3312-413.laz,"POLYGON ((330911.67 7396691.16, 331454.12 7396691.16, 331454.12 7397278.05, 330911.67 7397278.05, 330911.67 7396691.16))"
MDS_color_3312-414.laz,"POLYGON ((331443.49 7396697.29, 331985.92 7396697.29, 331985.92 7397284.16, 331443.49 7397284.16, 331443.49 7396697.29))"
MDS_color_3312-421.laz,"POLYGON ((331968.7 7397280.17, 332511.12 7397280.17, 332511.12 7397867.01, 331968.7 7397867.01, 331968.7 7397280.17))"
MDS_color_3312-422.laz,"POLYGON ((332500.53 7397286.26, 333042.93 7397286.26, 333042.93 7397873.08, 332500.53 7397873.08, 332500.53 7397286.26))"
MDS_color_3312-423.laz,"POLYGON ((331975.31 7396703.4, 332517.71 7396703.4, 332517.71 7397290.25, 331975.31 7397290.25, 331975.31 7396703.4))"
MDS_color_3312-424.laz,"POLYGON ((332507.13 7396709.5, 333049.51 7396709.5, 333049.51 7397296.32, 332507.13 7397296.32, 332507.13 7396709.5))"
MDS_color_3312-431.laz,"POLYGON ((333032.37 7397292.33, 333574.75 7397292.33, 333574.75 7397879.13, 333032.37 7397879.13, 333032.37 7397292.33))"
MDS_color_3312-432.laz,"POLYGON ((333564.21 7397298.38, 334106.56 7397298.38, 334106.56 7397885.16, 333564.21 7397885.16, 333564.21 7397298.38))"
MDS_color_3312-433.laz,"POLYGON ((333038.94 7396715.57, 333581.3 7396715.57, 333581.3 7397302.37, 333038.94 7397302.37, 333038.94 7396715.57))"
MDS_color_3312-434.laz,"POLYGON ((333570.76 7396721.62, 334113.09 7396721.62, 334113.09 7397308.4, 333570.76 7397308.4, 333570.76 7396721.62))"
MDS_color_3312-441.laz,"POLYGON ((330918.33 7396114.4, 331460.76 7396114.4, 331460.76 7396701.28, 330918.33 7396701.28, 330918.33 7396114.4))"
MDS_color_3312-442.laz,"POLYGON ((331450.13 7396120.53, 331992.53 7396120.53, 331992.53 7396707.39, 331450.13 7396707.39, 331450.13 7396120.53))"
MDS_color_3312-443.laz,"POLYGON ((330924.99 7395537.63, 331467.4 7395537.63, 331467.4 7396124.52, 330924.99 7396124.52, 330924.99 7395537.63))"
MDS_color_3312-444.laz,"POLYGON ((331456.77 7395543.77, 331999.15 7395543.77, 331999.15 7396130.63, 331456.77 7396130.63, 331456.77 7395543.77))"
MDS_color_3312-451.laz,"POLYGON ((331981.93 7396126.64, 332524.31 7396126.64, 332524.31 7396713.49, 331981.93 7396713.49, 331981.93 7396126.64))"
MDS_color_3312-452.laz,"POLYGON ((332513.72 7396132.73, 333056.08 7396132.73, 333056.08 7396719.56, 332513.72 7396719.56, 332513.72 7396132.73))"
MDS_color_3312-453.laz,"POLYGON ((331988.54 7395549.88, 332530.91 7395549.88, 332530.91 7396136.72, 331988.54 7396136.72, 331988.54 7395549.88))"
MDS_color_3312-454.laz,"POLYGON ((332520.32 7395555.97, 333062.66 7395555.97, 333062.66 7396142.79, 332520.32 7396142.79, 332520.32 7395555.97))"
MDS_color_3312-461.laz,"POLYGON ((333045.52 7396138.8, 333587.86 7396138.8, 333587.86 7396725.61, 333045.52 7396725.61, 333045.52 7396138.8))"
MDS_color_3312-462.laz,"POLYGON ((333577.31 7396144.86, 334119.63 7396144.86, 334119.63 7396731.64, 333577.31 7396731.64, 333577.31 7396144.86))"
MDS_color_3312-463.laz,"POLYGON ((333052.09 7395562.04, 333594.41 7395562.04, 333594.41 7396148.85, 333052.09 7396148.85, 333052.09 7395562.04))"
MDS_color_3312-464.laz,"POLYGON ((333583.87 7395568.1, 334126.16 7395568.1, 334126.16 7396154.88, 333583.87 7396154.88, 333583.87 7395568.1))"
MDS_color_3313-111.laz,"POLYGON ((321359.87 7394847.17, 321902.65 7394847.17, 321902.65 7395434.43, 321359.87 7395434.43, 321359.87 7394847.17))"
MDS_color_3313-112.laz,"POLYGON ((321891.64 7394853.65, 322434.4 7394853.65, 322434.4 7395440.89, 321891.64 7395440.89, 321891.64 7394853.65))"
MDS_color_3313-113.laz,"POLYGON ((321366.91 7394270.39, 321909.67 7394270.39, 321909.67 7394857.64, 321366.91 7394857.64, 321366.91 7394270.39))"
MDS_color_3313-114.laz,"POLYGON ((321898.66 7394276.87, 322441.4 7394276.87, 322441.4 7394864.1, 321898.66 7394864.1, 321898.66 7394276.87))"
MDS_color_3313-121.laz,"POLYGON ((322423.42 7394860.11, 322966.15 7394860.11, 322966.15 7395447.33, 322423.42 7395447.33, 322423.42 7394860.11))"
MDS_color_3313-122.laz,"POLYGON ((322955.19 7394866.56, 323497.9 7394866.56, 323497.9 7395453.75, 322955.19 7395453.75, 322955.19 7394866.56))"
MDS_color_3313-123.laz,"POLYGON ((322430.41 7394283.33, 322973.13 7394283.33, 322973.13 7394870.55, 322430.41 7394870.55, 322430.41 7394283.33))"
MDS_color_3313-124.laz,"POLYGON ((322962.16 7394289.77, 323504.86 7394289.77, 323504.86 7394876.97, 322962.16 7394876.97, 322962.16 7394289.77))"
MDS_color_3313-131.laz,"POLYGON ((323486.96 7394872.98, 324029.65 7394872.98, 324029.65 7395460.15, 323486.96 7395460.15, 323486.96 7394872.98))"
MDS_color_3313-132.laz,"POLYGON ((324018.73 7394879.38, 324561.4 7394879.38, 324561.4 7395466.53, 324018.73 7395466.53, 324018.73 7394879.38))"
MDS_color_3313-133.laz,"POLYGON ((323493.91 7394296.2, 324036.59 7394296.2, 324036.59 7394883.37, 323493.91 7394883.37, 323493.91 7394296.2))"
MDS_color_3313-134.laz,"POLYGON ((324025.66 7394302.6, 324568.32 7394302.6, 324568.32 7394889.76, 324025.66 7394889.76, 324025.66 7394302.6))"
MDS_color_3313-141.laz,"POLYGON ((321373.95 7393693.6, 321916.69 7393693.6, 321916.69 7394280.86, 321373.95 7394280.86, 321373.95 7393693.6))"
MDS_color_3313-142.laz,"POLYGON ((321905.68 7393700.08, 322448.4 7393700.08, 322448.4 7394287.32, 321905.68 7394287.32, 321905.68 7393700.08))"
MDS_color_3313-143.laz,"POLYGON ((321380.99 7393116.81, 321923.72 7393116.81, 321923.72 7393704.07, 321380.99 7393704.07, 321380.99 7393116.81))"
MDS_color_3313-144.laz,"POLYGON ((321912.7 7393123.3, 322455.4 7393123.3, 322455.4 7393710.54, 321912.7 7393710.54, 321912.7 7393123.3))"
MDS_color_3313-151.laz,"POLYGON ((322437.41 7393706.55, 322980.11 7393706.55, 322980.11 7394293.76, 322437.41 7394293.76, 322437.41 7393706.55))"
MDS_color_3313-152.laz,"POLYGON ((322969.14 7393712.99, 323511.82 7393712.99, 323511.82 7394300.19, 322969.14 7394300.19, 322969.14 7393712.99))"
MDS_color_3313-153.laz,"POLYGON ((322444.41 7393129.76, 322987.09 7393129.76, 322987.09 7393716.98, 322444.41 7393716.98, 322444.41 7393129.76))"
MDS_color_3313-154.laz,"POLYGON ((322976.12 7393136.21, 323518.78 7393136.21, 323518.78 7393723.41, 322976.12 7393723.41, 322976.12 7393136.21))"
MDS_color_3313-161.laz,"POLYGON ((323500.87 7393719.42, 324043.53 7393719.42, 324043.53 7394306.59, 323500.87 7394306.59, 323500.87 7393719.42))"
MDS_color_3313-162.laz,"POLYGON ((324032.6 7393725.82, 324575.23 7393725.82, 324575.23 7394312.98, 324032.6 7394312.98, 324032.6 7393725.82))"
MDS_color_3313-163.laz,"POLYGON ((323507.83 7393142.63, 324050.47 7393142.63, 324050.47 7393729.81, 323507.83 7393729.81, 323507.83 7393142.63))"
MDS_color_3313-164.laz,"POLYGON ((324039.54 7393149.04, 324582.15 7393149.04, 324582.15 7393736.2, 324039.54 7393736.2, 324039.54 7393149.04))"
MDS_color_3313-211.laz,"POLYGON ((324550.5 7394885.77, 325093.15 7394885.77, 325093.15 7395472.9, 324550.5 7395472.9, 324550.5 7394885.77))"
MDS_color_3313-212.laz,"POLYGON ((325082.27 7394892.13, 325624.9 7394892.13, 325624.9 7395479.24, 325082.27 7395479.24, 325082.27 7394892.13))"
MDS_color_3313-213.laz,"POLYGON ((324557.41 7394308.99, 325100.04 7394308.99, 325100.04 7394896.12, 324557.41 7394896.12, 324557.41 7394308.99))"
MDS_color_3313-214.laz,"POLYGON ((325089.16 7394315.35, 325631.77 7394315.35, 325631.77 7394902.47, 325089.16 7394902.47, 325089.16 7394315.35))"
MDS_color_3313-221.laz,"POLYGON ((325614.03 7394898.48, 326156.64 7394898.48, 326156.64 7395485.57, 325614.03 7395485.57, 325614.03 7394898.48))"
MDS_color_3313-222.laz,"POLYGON ((326145.8 7394904.8, 326688.38 7394904.8, 326688.38 7395491.87, 326145.8 7395491.87, 326145.8 7394904.8))"
MDS_color_3313-223.laz,"POLYGON ((325620.91 7394321.7, 326163.49 7394321.7, 326163.49 7394908.79, 325620.91 7394908.79, 325620.91 7394321.7))"
MDS_color_3313-224.laz,"POLYGON ((326152.65 7394328.03, 326695.22 7394328.03, 326695.22 7394915.1, 326152.65 7394915.1, 326152.65 7394328.03))"
MDS_color_3313-231.laz,"POLYGON ((326677.56 7394911.11, 327220.13 7394911.11, 327220.13 7395498.16, 326677.56 7395498.16, 326677.56 7394911.11))"
MDS_color_3313-232.laz,"POLYGON ((327209.33 7394917.4, 327751.87 7394917.4, 327751.87 7395504.43, 327209.33 7395504.43, 327209.33 7394917.4))"
MDS_color_3313-233.laz,"POLYGON ((326684.39 7394334.33, 327226.94 7394334.33, 327226.94 7394921.39, 326684.39 7394921.39, 326684.39 7394334.33))"
MDS_color_3313-234.laz,"POLYGON ((327216.14 7394340.62, 327758.66 7394340.62, 327758.66 7394927.65, 327216.14 7394927.65, 327216.14 7394340.62))"
MDS_color_3313-241.laz,"POLYGON ((324564.33 7393732.21, 325106.94 7393732.21, 325106.94 7394319.34, 324564.33 7394319.34, 324564.33 7393732.21))"
MDS_color_3313-242.laz,"POLYGON ((325096.05 7393738.57, 325638.64 7393738.57, 325638.64 7394325.69, 325096.05 7394325.69, 325096.05 7393738.57))"
MDS_color_3313-243.laz,"POLYGON ((324571.24 7393155.43, 325113.83 7393155.43, 325113.83 7393742.56, 324571.24 7393742.56, 324571.24 7393155.43))"
MDS_color_3313-244.laz,"POLYGON ((325102.95 7393161.8, 325645.52 7393161.8, 325645.52 7393748.91, 325102.95 7393748.91, 325102.95 7393161.8))"
MDS_color_3313-251.laz,"POLYGON ((325627.78 7393744.92, 326170.35 7393744.92, 326170.35 7394332.02, 325627.78 7394332.02, 325627.78 7393744.92))"
MDS_color_3313-252.laz,"POLYGON ((326159.5 7393751.25, 326702.05 7393751.25, 326702.05 7394338.32, 326159.5 7394338.32, 326159.5 7393751.25))"
MDS_color_3313-253.laz,"POLYGON ((325634.65 7393168.14, 326177.2 7393168.14, 326177.2 7393755.24, 325634.65 7393755.24, 325634.65 7393168.14))"
MDS_color_3313-254.laz,"POLYGON ((326166.36 7393174.47, 326708.88 7393174.47, 326708.88 7393761.55, 326166.36 7393761.55, 326166.36 7393174.47))"
MDS_color_3313-261.laz,"POLYGON ((326691.23 7393757.56, 327233.75 7393757.56, 327233.75 7394344.61, 326691.23 7394344.61, 326691.23 7393757.56))"
MDS_color_3313-262.laz,"POLYGON ((327222.95 7393763.85, 327765.45 7393763.85, 327765.45 7394350.88, 327222.95 7394350.88, 327222.95 7393763.85))"
MDS_color_3313-263.laz,"POLYGON ((326698.06 7393180.78, 327240.56 7393180.78, 327240.56 7393767.84, 326698.06 7393767.84, 326698.06 7393180.78))"
MDS_color_3313-264.laz,"POLYGON ((327229.76 7393187.07, 327772.24 7393187.07, 327772.24 7393774.11, 327229.76 7393774.11, 327229.76 7393187.07))"
MDS_color_3313-311.laz,"POLYGON ((321388.04 7392540.03, 321930.74 7392540.03, 321930.74 7393127.29, 321388.04 7393127.29, 321388.04 7392540.03))"
MDS_color_3313-312.laz,"POLYGON ((321919.73 7392546.51, 322462.41 7392546.51, 322462.41 7393133.75, 321919.73 7393133.75, 321919.73 7392546.51))"
MDS_color_3313-313.laz,"POLYGON ((321395.08 7391963.24, 321937.77 7391963.24, 321937.77 7392550.5, 321395.08 7392550.5, 321395.08 7391963.24))"
MDS_color_3313-314.laz,"POLYGON ((321926.75 7391969.73, 322469.41 7391969.73, 322469.41 7392556.97, 321926.75 7392556.97, 321926.75 7391969.73))"
MDS_color_3313-321.laz,"POLYGON ((322451.41 7392552.98, 322994.08 7392552.98, 322994.08 7393140.2, 322451.41 7393140.2, 322451.41 7392552.98))"
MDS_color_3313-322.laz,"POLYGON ((322983.1 7392559.42, 323525.74 7392559.42, 323525.74 7393146.62, 322983.1 7393146.62, 322983.1 7392559.42))"
MDS_color_3313-323.laz,"POLYGON ((322458.42 7391976.19, 323001.06 7391976.19, 323001.06 7392563.41, 322458.42 7392563.41, 322458.42 7391976.19))"
MDS_color_3313-324.laz,"POLYGON ((322990.09 7391982.64, 323532.7 7391982.64, 323532.7 7392569.84, 322990.09 7392569.84, 322990.09 7391982.64))"
MDS_color_3313-331.laz,"POLYGON ((323514.79 7392565.85, 324057.41 7392565.85, 324057.41 7393153.03, 323514.79 7393153.03, 323514.79 7392565.85))"
MDS_color_3313-332.laz,"POLYGON ((324046.48 7392572.26, 324589.07 7392572.26, 324589.07 7393159.42, 324046.48 7393159.42, 324046.48 7392572.26))"
MDS_color_3313-333.laz,"POLYGON ((323521.75 7391989.07, 324064.35 7391989.07, 324064.35 7392576.25, 323521.75 7392576.25, 323521.75 7391989.07))"
MDS_color_3313-334.laz,"POLYGON ((324053.42 7391995.48, 324595.99 7391995.48, 324595.99 7392582.64, 324053.42 7392582.64, 324053.42 7391995.48))"
MDS_color_3313-341.laz,"POLYGON ((321402.13 7391386.45, 321944.79 7391386.45, 321944.79 7391973.72, 321402.13 7391973.72, 321402.13 7391386.45))"
MDS_color_3313-342.laz,"POLYGON ((321933.78 7391392.94, 322476.42 7391392.94, 322476.42 7391980.18, 321933.78 7391980.18, 321933.78 7391392.94))"
MDS_color_3313-343.laz,"POLYGON ((321409.18 7390809.66, 321951.82 7390809.66, 321951.82 7391396.93, 321409.18 7391396.93, 321409.18 7390809.66))"
MDS_color_3313-344.laz,"POLYGON ((321940.8 7390816.15, 322483.43 7390816.15, 322483.43 7391403.4, 321940.8 7391403.4, 321940.8 7390816.15))"
MDS_color_3313-351.laz,"POLYGON ((322465.42 7391399.41, 323008.04 7391399.41, 323008.04 7391986.63, 322465.42 7391986.63, 322465.42 7391399.41))"
MDS_color_3313-352.laz,"POLYGON ((322997.07 7391405.86, 323539.67 7391405.86, 323539.67 7391993.06, 322997.07 7391993.06, 322997.07 7391405.86))"
MDS_color_3313-353.laz,"POLYGON ((322472.43 7390822.62, 323015.03 7390822.62, 323015.03 7391409.85, 322472.43 7391409.85, 322472.43 7390822.62))"
MDS_color_3313-354.laz,"POLYGON ((323004.05 7390829.07, 323546.63 7390829.07, 323546.63 7391416.27, 323004.05 7391416.27, 323004.05 7390829.07))"
MDS_color_3313-361.laz,"POLYGON ((323528.71 7391412.28, 324071.29 7391412.28, 324071.29 7391999.47, 323528.71 7391999.47, 323528.71 7391412.28))"
MDS_color_3313-362.laz,"POLYGON ((324060.36 7391418.69, 324602.91 7391418.69, 324602.91 7392005.86, 324060.36 7392005.86, 324060.36 7391418.69))"
MDS_color_3313-363.laz,"POLYGON ((323535.68 7390835.5, 324078.24 7390835.5, 324078.24 7391422.68, 323535.68 7391422.68, 323535.68 7390835.5))"
MDS_color_3313-364.laz,"POLYGON ((324067.3 7390841.91, 324609.84 7390841.91, 324609.84 7391429.08, 324067.3 7391429.08, 324067.3 7390841.91))"
MDS_color_3313-411.laz,"POLYGON ((324578.16 7392578.65, 325120.73 7392578.65, 325120.73 7393165.79, 324578.16 7393165.79, 324578.16 7392578.65))"
MDS_color_3313-412.laz,"POLYGON ((325109.84 7392585.02, 325652.4 7392585.02, 325652.4 7393172.13, 325109.84 7393172.13, 325109.84 7392585.02))"
MDS_color_3313-413.laz,"POLYGON ((324585.08 7392001.87, 325127.63 7392001.87, 325127.63 7392589.01, 324585.08 7392589.01, 324585.08 7392001.87))"
MDS_color_3313-414.laz,"POLYGON ((325116.74 7392008.24, 325659.27 7392008.24, 325659.27 7392595.36, 325116.74 7392595.36, 325116.74 7392008.24))"
MDS_color_3313-421.laz,"POLYGON ((325641.53 7392591.37, 326184.06 7392591.37, 326184.06 7393178.46, 325641.53 7393178.46, 325641.53 7392591.37))"
MDS_color_3313-422.laz,"POLYGON ((326173.21 7392597.7, 326715.72 7392597.7, 326715.72 7393184.77, 326173.21 7393184.77, 326173.21 7392597.7))"
MDS_color_3313-423.laz,"POLYGON ((325648.41 7392014.59, 326190.91 7392014.59, 326190.91 7392601.69, 325648.41 7392601.69, 325648.41 7392014.59))"
MDS_color_3313-424.laz,"POLYGON ((326180.07 7392020.92, 326722.55 7392020.92, 326722.55 7392608, 326180.07 7392608, 326180.07 7392020.92))"
MDS_color_3313-431.laz,"POLYGON ((326704.89 7392604.01, 327247.38 7392604.01, 327247.38 7393191.06, 326704.89 7393191.06, 326704.89 7392604.01))"
MDS_color_3313-432.laz,"POLYGON ((327236.57 7392610.3, 327779.03 7392610.3, 327779.03 7393197.33, 327236.57 7393197.33, 327236.57 7392610.3))"
MDS_color_3313-433.laz,"POLYGON ((326711.73 7392027.23, 327254.19 7392027.23, 327254.19 7392614.29, 326711.73 7392614.29, 326711.73 7392027.23))"
MDS_color_3313-434.laz,"POLYGON ((327243.39 7392033.52, 327785.83 7392033.52, 327785.83 7392620.56, 327243.39 7392620.56, 327243.39 7392033.52))"
MDS_color_3313-441.laz,"POLYGON ((324592 7391425.09, 325134.54 7391425.09, 325134.54 7392012.23, 324592 7392012.23, 324592 7391425.09))"
MDS_color_3313-442.laz,"POLYGON ((325123.64 7391431.46, 325666.16 7391431.46, 325666.16 7392018.58, 325123.64 7392018.58, 325123.64 7391431.46))"
MDS_color_3313-443.laz,"POLYGON ((324598.92 7390848.3, 325141.44 7390848.3, 325141.44 7391435.45, 324598.92 7391435.45, 324598.92 7390848.3))"
MDS_color_3313-444.laz,"POLYGON ((325130.55 7390854.68, 325673.04 7390854.68, 325673.04 7391441.8, 325130.55 7391441.8, 325130.55 7390854.68))"
MDS_color_3313-451.laz,"POLYGON ((325655.28 7391437.81, 326197.77 7391437.81, 326197.77 7392024.91, 325655.28 7392024.91, 325655.28 7391437.81))"
MDS_color_3313-452.laz,"POLYGON ((326186.92 7391444.14, 326729.39 7391444.14, 326729.39 7392031.22, 326186.92 7392031.22, 326186.92 7391444.14))"
MDS_color_3313-453.laz,"POLYGON ((325662.17 7390861.03, 326204.63 7390861.03, 326204.63 7391448.13, 325662.17 7391448.13, 325662.17 7390861.03))"
MDS_color_3313-454.laz,"POLYGON ((326193.78 7390867.36, 326736.23 7390867.36, 326736.23 7391454.44, 326193.78 7391454.44, 326193.78 7390867.36))"
MDS_color_3313-461.laz,"POLYGON ((326718.56 7391450.45, 327261.01 7391450.45, 327261.01 7392037.51, 326718.56 7392037.51, 326718.56 7391450.45))"
MDS_color_3313-462.laz,"POLYGON ((327250.2 7391456.75, 327792.63 7391456.75, 327792.63 7392043.79, 327250.2 7392043.79, 327250.2 7391456.75))"
MDS_color_3313-463.laz,"POLYGON ((326725.4 7390873.68, 327267.83 7390873.68, 327267.83 7391460.74, 326725.4 7391460.74, 326725.4 7390873.68))"
MDS_color_3313-464.laz,"POLYGON ((327257.02 7390879.97, 327799.42 7390879.97, 327799.42 7391467.01, 327257.02 7391467.01, 327257.02 7390879.97))"
MDS_color_3314-111.laz,"POLYGON ((327741.09 7394923.66, 328283.61 7394923.66, 328283.61 7395510.67, 327741.09 7395510.67, 327741.09 7394923.66))"
MDS_color_3314-112.laz,"POLYGON ((328272.85 7394929.91, 328815.35 7394929.91, 328815.35 7395516.9, 328272.85 7395516.9, 328272.85 7394929.91))"
MDS_color_3314-113.laz,"POLYGON ((327747.88 7394346.89, 328290.38 7394346.89, 328290.38 7394933.9, 327747.88 7394933.9, 327747.88 7394346.89))"
MDS_color_3314-114.laz,"POLYGON ((328279.62 7394353.14, 328822.1 7394353.14, 328822.1 7394940.13, 328279.62 7394940.13, 328279.62 7394353.14))"
MDS_color_3314-121.laz,"POLYGON ((328804.61 7394936.14, 329347.09 7394936.14, 329347.09 7395523.11, 328804.61 7395523.11, 328804.61 7394936.14))"
MDS_color_3314-122.laz,"POLYGON ((329336.37 7394942.35, 329878.83 7394942.35, 329878.83 7395529.3, 329336.37 7395529.3, 329336.37 7394942.35))"
MDS_color_3314-123.laz,"POLYGON ((328811.36 7394359.37, 329353.82 7394359.37, 329353.82 7394946.34, 328811.36 7394946.34, 328811.36 7394359.37))"
MDS_color_3314-124.laz,"POLYGON ((329343.1 7394365.58, 329885.53 7394365.58, 329885.53 7394952.53, 329343.1 7394952.53, 329343.1 7394365.58))"
